CRASH_DATE,WEATHER_CONDITION,LIGHTING_CONDITION,ROADWAY_SURFACE_COND,ROAD_DEFECT,FIRST_CRASH_TYPE,CRASH_TYPE,LATITUDE,LONGITUDE,BEAT_OF_OCCURRENCE,ALIGNMENT,TRAFFICWAY_TYPE,LANE_CNT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,INTERSECTION_RELATED_I,DAMAGE,NUM_UNITS,HIT_AND_RUN_I
2025-10-27T15:35:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.772008166616757,-122.39813470770021,Mission Bay,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-27T16:55:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.729430166964612,-122.41200005581946,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-27T17:10:00.000,Clear,Daylight,Dry,No Unusual Condition,Not Stated,Injury (Complaint of Pain),37.786409613818250,-122.40803623603503,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-27T17:45:00.000,Clear,Dusk - Dawn,Dry,No Unusual Condition,Head-On,Injury (Other Visible),37.766017069122427,-122.40364305568077,Mission Bay,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-27T19:41:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Hit Object,Injury (Complaint of Pain),37.718322605286500,-122.48478111906601,Lakeshore,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-27T21:08:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.786519819681537,-122.41480664878691,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-27T23:43:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.749304068489160,-122.41377062805795,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T03:30:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.789571918586013,-122.38848118700913,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T05:58:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Severe),37.797116916100485,-122.40532373234306,North Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T08:55:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.757701416488260,-122.42119386449311,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T09:11:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.752237512476100,-122.47949189112894,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T09:12:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.781627238237078,-122.49344634465344,Lincoln Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T09:15:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.737784054596979,-122.39594482607252,Bayview Hunters Point,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T16:27:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.715672554585808,-122.43943847274208,Excelsior,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T18:30:00.000,Clear,Dusk - Dawn,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.805977368526847,-122.41838065902685,North Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T18:50:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Overturned,Injury (Complaint of Pain),37.746765651488559,-122.41353207414602,Bernal Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T19:00:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.775511384815005,-122.50178421126297,Outer Richmond,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T19:30:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.779277453517714,-122.39221065699721,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T19:42:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.776470067826139,-122.40197913682272,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-28T23:52:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.720067704817879,-122.42955171907712,Excelsior,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T10:34:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.761444307859648,-122.41008825847891,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T14:27:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.775103924500144,-122.45283233540994,Lone Mountain/USF,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T15:35:00.000,Clear,Daylight,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.784318673606954,-122.43968467850360,Japantown,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T16:06:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.727237766063084,-122.46668138571617,West of Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T16:31:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.761565672734996,-122.42380067124307,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T16:39:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.776039321377269,-122.40252409619654,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T17:17:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.783484825696760,-122.39931034045547,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T19:26:00.000,Clear,Dark - No Street Lights,Dry,No Unusual Condition,Overturned,Injury (Other Visible),37.767661196827206,-122.50217914884799,Golden Gate Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T19:48:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.794191136034705,-122.41466411321726,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-29T20:29:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.798021121637134,-122.43567821209936,Marina,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T03:39:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.781398133583664,-122.40924544206931,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T07:00:00.000,Other,Dusk - Dawn,Dry,No Unusual Condition,Other,Injury (Complaint of Pain),37.786676175024700,-122.41358127881222,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T09:11:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.797441586729242,-122.41044789454651,Chinatown,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T12:27:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.783802334876647,-122.39890825114787,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T13:46:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.715429680623132,-122.44179946539602,Outer Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T14:16:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.788973128345383,-122.41702266039752,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T14:33:00.000,Clear,Daylight,Dry,No Unusual Condition,Hit Object,Injury (Severe),37.765761339170638,-122.40789962669426,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T14:50:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.784480902607370,-122.45013568570558,Presidio Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T15:09:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.799616465490644,-122.41576151122152,Russian Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T16:10:00.000,Clear,Daylight,Dry,Construction or Repair Zone,Sideswipe,Injury (Complaint of Pain),37.771824783788638,-122.41397791312521,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T18:05:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.789141994315969,-122.41688911950445,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T18:57:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.717631790400475,-122.48502887293284,Lakeshore,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T19:14:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.788598204482433,-122.41354144087951,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-30T22:21:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.799489820013491,-122.40901437651362,Chinatown,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T06:55:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.759084055740935,-122.41157984099756,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T07:50:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.783515641023172,-122.41588253764651,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T09:50:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.747171019814452,-122.41357113199626,Bernal Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T10:30:00.000,Clear,Daylight,Not Stated,Not Stated,Sideswipe,Injury (Complaint of Pain),37.795945403300067,-122.42176816643739,Russian Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T10:35:00.000,Clear,Daylight,Dry,No Unusual Condition,Not Stated,Injury (Complaint of Pain),37.788683823430070,-122.40201981175375,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T13:02:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.797370646485568,-122.42205601809547,Russian Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T13:45:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.765442854057900,-122.45275842228044,Inner Sunset,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T19:09:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Head-On,Injury (Other Visible),37.761026784500537,-122.43279403871658,Castro/Upper Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T20:42:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.778097640432222,-122.41234710985550,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-10-31T22:39:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Hit Object,Injury (Other Visible),37.760369420527958,-122.50717208097133,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T01:35:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.761021310446345,-122.43279350522805,Castro/Upper Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T01:45:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.739849778492122,-122.40000354193644,Bayview Hunters Point,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T02:25:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.785375975306110,-122.41625970520002,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T08:15:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.713210649742877,-122.44810848275672,Outer Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T13:13:00.000,Clear,Daylight,Dry,No Unusual Condition,Other,Injury (Complaint of Pain),37.782169270626547,-122.41899327321970,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T15:01:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.796681049531244,-122.42367996305467,Marina,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T15:20:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.793883796890618,-122.42308922848277,Russian Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T17:05:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.768530805446673,-122.40487459473131,Mission Bay,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-01T18:35:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.759216844691267,-122.43605316764015,Castro/Upper Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T00:30:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.784597086949148,-122.41869517210851,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T01:00:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Other Visible),37.723874081264761,-122.43541190439751,Outer Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T02:37:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.783672614884686,-122.41464497713994,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T08:45:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.740357042461177,-122.46513972792847,West of Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T12:38:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.787190818716653,-122.43963456852578,Pacific Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T13:10:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.778088413968300,-122.39167368166999,Mission Bay,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T13:40:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Other Visible),37.777615256907133,-122.41723748196735,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-11-02T15:55:00.000,Clear,Daylight,Dry,Other,Overturned,Injury (Other Visible),37.783295286578493,-122.40891159910619,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
