CRASH_DATE,WEATHER_CONDITION,LIGHTING_CONDITION,ROADWAY_SURFACE_COND,ROAD_DEFECT,FIRST_CRASH_TYPE,CRASH_TYPE,LATITUDE,LONGITUDE,BEAT_OF_OCCURRENCE,ALIGNMENT,TRAFFICWAY_TYPE,LANE_CNT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,INTERSECTION_RELATED_I,DAMAGE,NUM_UNITS,HIT_AND_RUN_I
2025-04-19T20:57:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.766280781100591,-122.46435444557460,Golden Gate Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-20T09:47:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.734170463306633,-122.38790963301129,Bayview Hunters Point,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-20T14:30:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.768754144131037,-122.42225815520406,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-20T19:20:00.000,Clear,Daylight,Dry,No Unusual Condition,Overturned,Injury (Other Visible),37.763751578727224,-122.41516027920086,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-20T23:46:00.000,Clear,Dark - Street Lights,Wet,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.778916649299553,-122.40832144172128,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-21T04:45:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.795316271490464,-122.42669960024193,Pacific Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-21T09:02:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.769371206664481,-122.41086966173742,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-21T17:00:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.732515569456993,-122.38657445949019,Bayview Hunters Point,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-21T17:30:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.770013263993029,-122.48443325444026,Golden Gate Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-21T17:57:00.000,Clear,Daylight,Dry,No Unusual Condition,Hit Object,Injury (Complaint of Pain),37.723169989183404,-122.43759505230612,Outer Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-21T20:19:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Severe),37.777457420124456,-122.41315769136993,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-21T20:46:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Vehicle/Pedestrian,Fatal,37.778604942196033,-122.43175773832539,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-22T02:53:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.771885644839791,-122.42339676084353,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-22T04:39:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.760728587151789,-122.43767288933209,Castro/Upper Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-22T14:59:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.792342609781350,-122.41429326429699,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-22T16:00:00.000,Clear,Daylight,Dry,No Unusual Condition,Other,Injury (Complaint of Pain),37.776427765014780,-122.41756029097482,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T07:42:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.724210601972821,-122.47518910552101,Lakeshore,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T08:00:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.727374300507350,-122.40459382808589,Portola,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T10:35:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Head-On,Injury (Complaint of Pain),37.752906611589083,-122.40729118321984,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T12:30:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.793143078009720,-122.40771994079874,Chinatown,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T13:47:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.788593832893632,-122.41357561609857,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T13:55:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.782456178309694,-122.39726354067156,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T16:59:00.000,Clear,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.711386901157056,-122.45909530180828,Oceanview/Merced/Ingleside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T17:30:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.755042800639000,-122.42526752337689,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T17:50:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.774384656092515,-122.40151810794417,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-23T21:30:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.778513594145345,-122.44789850947706,Lone Mountain/USF,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T00:19:00.000,Cloudy,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.774824794785779,-122.42413649922550,Hayes Valley,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T08:20:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.731679410466143,-122.37934710911534,Bayview Hunters Point,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T08:35:00.000,Clear,Daylight,Dry,No Unusual Condition,Hit Object,Injury (Other Visible),37.724515527709968,-122.43728045894821,Outer Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T10:18:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.740238317374121,-122.49698489120262,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T13:38:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.766937056472400,-122.41546212789017,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T15:04:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.786358951141040,-122.41983309111083,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T18:04:00.000,Clear,Daylight,Dry,No Unusual Condition,Other,Injury (Complaint of Pain),37.793312005272554,-122.40943541862597,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T18:28:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.749744397867033,-122.41600938930002,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T20:29:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.764917377505469,-122.42188644581422,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-24T23:57:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Hit Object,Injury (Complaint of Pain),37.790826949523392,-122.39001234564796,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T01:40:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.774316149010772,-122.45830950258437,Golden Gate Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T12:30:00.000,Other,Daylight,Not Stated,Other,Broadside,Injury (Complaint of Pain),37.729930588220917,-122.43011091839738,Excelsior,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T13:06:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Other Visible),37.774808775342000,-122.40098156758116,Mission Bay,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T15:55:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.774551488680721,-122.45631101615385,Golden Gate Park,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T16:37:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.767504459822113,-122.42894856669170,Castro/Upper Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T17:22:00.000,Cloudy,Daylight,Dry,Not Stated,Sideswipe,Injury (Complaint of Pain),37.772623290765026,-122.40684556183673,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T17:52:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.764576569648732,-122.43313219754393,Castro/Upper Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-25T19:29:00.000,Clear,Dusk - Dawn,Dry,No Unusual Condition,Rear End,Injury (Complaint of Pain),37.792926485600688,-122.41679604634203,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-26T03:34:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.791539693886889,-122.42593634121559,Pacific Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-26T09:14:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.777794189134042,-122.43836550071222,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-26T10:24:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.765340858780739,-122.41487396542183,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-26T19:40:00.000,Raining,Dusk - Dawn,Wet,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.790045142091039,-122.41720479845591,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-26T20:40:00.000,Raining,Dark - Street Lights,Wet,No Unusual Condition,Vehicle/Pedestrian,Injury (Complaint of Pain),37.788177890019327,-122.41682715389700,Nob Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-26T22:23:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.769416861325709,-122.42011777725469,Mission,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-26T23:27:00.000,Clear,Dark - Street Lights,Wet,Not Stated,Broadside,Injury (Complaint of Pain),37.786856653278321,-122.39211402986824,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-27T03:42:00.000,Not Stated,Not Stated,Not Stated,Not Stated,Broadside,Injury (Complaint of Pain),37.775049432308961,-122.42597948735397,Hayes Valley,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-27T09:12:00.000,Not Stated,Not Stated,Not Stated,Not Stated,Vehicle/Pedestrian,Injury (Complaint of Pain),37.785281485428271,-122.41452932919483,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-27T12:15:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.785786576845439,-122.41299359374815,Tenderloin,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-27T15:54:00.000,Cloudy,Daylight,Dry,No Unusual Condition,Other,Injury (Severe),37.741586474660444,-122.41711284471418,Bernal Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-27T17:23:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.764097997356920,-122.39248561783094,Potrero Hill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T07:00:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.756628388182776,-122.44188941617942,Twin Peaks,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T11:30:00.000,Clear,Daylight,Dry,No Unusual Condition,Sideswipe,Injury (Other Visible),37.779882340707722,-122.42358351822068,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T13:03:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.717683605816873,-122.44006786817985,Excelsior,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T13:47:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.746495936972508,-122.48238440849811,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T15:43:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.777919295554312,-122.42984920052754,Western Addition,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T17:03:00.000,Clear,Daylight,Wet,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.747604678343556,-122.49965413805131,Sunset/Parkside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T19:43:00.000,Clear,Dusk - Dawn,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.781451781171896,-122.45660081669436,Presidio Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T20:19:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.726990699644588,-122.47490034444010,Lakeshore,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-28T23:36:00.000,Clear,Dark - Street Lights,Dry,No Unusual Condition,Sideswipe,Injury (Complaint of Pain),37.743425215104629,-122.42128976480959,Bernal Heights,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-29T07:12:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.749004759426889,-122.38745630988127,Bayview Hunters Point,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-29T10:26:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Other Visible),37.800458559655034,-122.40142824587302,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-29T12:10:00.000,Clear,Daylight,Dry,No Unusual Condition,Vehicle/Pedestrian,Injury (Severe),37.795931866176595,-122.39452431798060,Financial District/South Beach,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-29T12:19:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.711222852885662,-122.45581573773862,Oceanview/Merced/Ingleside,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-29T12:43:00.000,Clear,Daylight,Not Stated,Construction or Repair Zone,Vehicle/Pedestrian,Injury (Other Visible),37.771393657655373,-122.40554685141328,South of Market,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
2025-04-29T13:44:00.000,Clear,Daylight,Dry,No Unusual Condition,Broadside,Injury (Complaint of Pain),37.715755893601184,-122.48512843732941,Lakeshore,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
