Community Area,Year,Month,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON-CRIMINAL,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
18,2025,11,0.0,2.0,6.0,12.0,0.0,6.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
18,2025,12,0.0,3.0,8.0,4.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
18,2026,1,0.0,3.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0
18,2026,2,0.0,3.0,10.0,2.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0
18,2026,3,0.0,4.0,10.0,30.0,0.0,6.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0
18,2026,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,2024,1,0.0,28.0,56.0,15.0,0.0,30.0,2.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,3.0,0.0,52.0,0.0,0.0,0.0,26.0,4.0,2.0,82.0,11.0
19,2024,2,0.0,35.0,61.0,6.0,0.0,45.0,2.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,5.0,0.0,0.0,4.0,0.0,58.0,0.0,0.0,2.0,10.0,2.0,0.0,80.0,5.0
19,2024,3,0.0,49.0,94.0,9.0,0.0,31.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,5.0,0.0,0.0,4.0,0.0,35.0,0.0,0.0,4.0,12.0,4.0,1.0,80.0,12.0
19,2024,4,1.0,42.0,76.0,10.0,0.0,32.0,3.0,3.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,33.0,4.0,0.0,0.0,5.0,0.0,44.0,2.0,0.0,0.0,22.0,4.0,1.0,90.0,7.0
19,2024,5,2.0,43.0,82.0,6.0,0.0,38.0,4.0,7.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,38.0,3.0,0.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,16.0,6.0,1.0,105.0,12.0
19,2024,6,0.0,48.0,74.0,7.0,0.0,49.0,3.0,4.0,26.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,32.0,5.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,11.0,4.0,3.0,98.0,10.0
19,2024,7,0.0,49.0,96.0,9.0,0.0,43.0,2.0,5.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,5.0,0.0,51.0,0.0,0.0,0.0,11.0,1.0,3.0,111.0,14.0
19,2024,8,0.0,30.0,53.0,6.0,0.0,40.0,2.0,6.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,6.0,0.0,0.0,2.0,0.0,43.0,0.0,0.0,1.0,10.0,4.0,4.0,84.0,8.0
19,2024,9,1.0,45.0,81.0,16.0,0.0,47.0,3.0,4.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,6.0,0.0,36.0,1.0,0.0,1.0,10.0,2.0,3.0,76.0,12.0
19,2024,10,2.0,31.0,63.0,11.0,0.0,34.0,1.0,6.0,30.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,26.0,5.0,0.0,0.0,2.0,0.0,39.0,0.0,0.0,0.0,15.0,6.0,0.0,108.0,7.0
19,2024,11,1.0,23.0,66.0,17.0,0.0,34.0,1.0,11.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,16.0,7.0,0.0,1.0,2.0,0.0,24.0,0.0,0.0,1.0,18.0,1.0,1.0,76.0,12.0
19,2024,12,1.0,33.0,70.0,14.0,0.0,34.0,1.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,0.0,0.0,4.0,0.0,25.0,0.0,0.0,1.0,5.0,3.0,4.0,81.0,4.0
19,2025,1,0.0,25.0,79.0,16.0,1.0,25.0,4.0,10.0,24.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,1.0,10.0,4.0,2.0,78.0,7.0
19,2025,2,0.0,25.0,42.0,14.0,0.0,28.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,6.0,0.0,0.0,3.0,0.0,27.0,0.0,0.0,0.0,4.0,1.0,2.0,83.0,6.0
19,2025,3,0.0,29.0,53.0,10.0,0.0,25.0,1.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,7.0,2.0,0.0,58.0,6.0
19,2025,4,0.0,10.0,36.0,5.0,0.0,13.0,1.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,5.0,3.0,0.0,34.0,0.0
19,2025,5,0.0,31.0,62.0,13.0,1.0,31.0,0.0,7.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,6.0,0.0,1.0,4.0,0.0,22.0,5.0,0.0,0.0,2.0,4.0,1.0,76.0,9.0
19,2025,6,2.0,64.0,106.0,14.0,0.0,80.0,2.0,8.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,12.0,0.0,0.0,4.0,0.0,45.0,0.0,0.0,5.0,9.0,0.0,4.0,130.0,10.0
19,2025,7,0.0,38.0,69.0,19.0,2.0,31.0,2.0,7.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,34.0,4.0,0.0,0.0,1.0,0.0,29.0,1.0,0.0,3.0,14.0,3.0,0.0,74.0,7.0
19,2025,8,0.0,27.0,57.0,8.0,0.0,27.0,1.0,2.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,20.0,4.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,6.0,1.0,2.0,79.0,10.0
19,2025,9,0.0,30.0,60.0,15.0,0.0,20.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,7.0,0.0,1.0,60.0,3.0
19,2025,10,0.0,44.0,67.0,41.0,1.0,59.0,2.0,7.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,51.0,8.0,0.0,1.0,8.0,0.0,29.0,0.0,0.0,0.0,6.0,1.0,0.0,73.0,2.0
19,2025,11,0.0,23.0,64.0,21.0,1.0,47.0,1.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,5.0,0.0,0.0,2.0,0.0,35.0,0.0,0.0,0.0,12.0,1.0,0.0,54.0,4.0
19,2025,12,0.0,14.0,53.0,27.0,0.0,38.0,2.0,4.0,21.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,27.0,5.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,3.0,1.0,0.0,62.0,2.0
19,2026,1,0.0,18.0,50.0,16.0,0.0,38.0,2.0,7.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,26.0,4.0,0.0,0.0,9.0,0.0,27.0,0.0,0.0,0.0,5.0,1.0,1.0,62.0,5.0
19,2026,2,0.0,35.0,72.0,28.0,0.0,19.0,1.0,4.0,18.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,28.0,5.0,0.0,0.0,3.0,0.0,34.0,0.0,0.0,1.0,5.0,3.0,0.0,102.0,6.0
19,2026,3,0.0,38.0,73.0,63.0,0.0,39.0,0.0,4.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,30.0,5.0,0.0,0.0,5.0,0.0,36.0,0.0,0.0,1.0,7.0,3.0,2.0,72.0,7.0
19,2026,4,0.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
20,2024,1,0.0,12.0,23.0,2.0,0.0,12.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,3.0
20,2024,2,0.0,21.0,29.0,4.0,0.0,9.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,1.0,12.0,1.0,0.0,12.0,3.0
20,2024,3,1.0,15.0,18.0,4.0,1.0,13.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,24.0,2.0
20,2024,4,0.0,14.0,27.0,2.0,0.0,11.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,5.0
20,2024,5,0.0,17.0,26.0,3.0,1.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,29.0,3.0
20,2024,6,0.0,19.0,31.0,3.0,0.0,11.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,10.0,1.0,0.0,23.0,4.0
20,2024,7,0.0,10.0,30.0,5.0,0.0,13.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,8.0
20,2024,8,0.0,8.0,24.0,4.0,1.0,19.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,3.0,1.0,0.0,27.0,5.0
20,2024,9,0.0,13.0,28.0,3.0,0.0,11.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,7.0
20,2024,10,0.0,15.0,22.0,3.0,0.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,5.0,2.0,0.0,24.0,0.0
20,2024,11,1.0,10.0,22.0,6.0,0.0,13.0,2.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,26.0,4.0
20,2024,12,0.0,8.0,21.0,4.0,0.0,14.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,1.0,6.0,0.0,0.0,23.0,4.0
20,2025,1,0.0,8.0,14.0,6.0,0.0,14.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,3.0
20,2025,2,0.0,11.0,9.0,1.0,0.0,4.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,17.0,2.0
20,2025,3,0.0,7.0,22.0,2.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,1.0
20,2025,4,0.0,3.0,4.0,2.0,0.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0
20,2025,5,0.0,7.0,21.0,1.0,0.0,11.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,5.0
20,2025,6,2.0,16.0,32.0,3.0,0.0,11.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,17.0,10.0
20,2025,7,3.0,13.0,24.0,5.0,0.0,16.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,3.0,2.0,0.0,31.0,4.0
20,2025,8,0.0,10.0,23.0,3.0,0.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,3.0,0.0,2.0,22.0,2.0
20,2025,9,1.0,10.0,13.0,3.0,0.0,8.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,17.0,8.0
20,2025,10,1.0,11.0,21.0,6.0,0.0,20.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,26.0,2.0
20,2025,11,0.0,6.0,22.0,2.0,1.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,3.0,0.0,21.0,1.0
20,2025,12,0.0,13.0,20.0,8.0,0.0,16.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,2.0,0.0,14.0,5.0
20,2026,1,0.0,10.0,15.0,3.0,0.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,2.0,1.0,0.0,17.0,2.0
20,2026,2,0.0,9.0,20.0,4.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,0.0,0.0,11.0,3.0
20,2026,3,0.0,15.0,18.0,25.0,0.0,14.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,2.0,1.0,2.0,0.0,28.0,0.0
20,2026,4,0.0,3.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
21,2024,1,1.0,15.0,21.0,8.0,0.0,14.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,1.0,64.0,2.0
21,2024,2,1.0,24.0,23.0,8.0,0.0,19.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,10.0,2.0,1.0,72.0,1.0
21,2024,3,0.0,10.0,35.0,3.0,0.0,15.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,74.0,4.0
21,2024,4,0.0,10.0,22.0,9.0,0.0,22.0,1.0,6.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,3.0,2.0,0.0,83.0,5.0
21,2024,5,0.0,16.0,36.0,6.0,0.0,12.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,6.0,2.0,1.0,97.0,2.0
21,2024,6,1.0,18.0,25.0,5.0,0.0,16.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,5.0,1.0,1.0,68.0,0.0
21,2024,7,1.0,14.0,23.0,3.0,0.0,31.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,9.0,2.0,0.0,94.0,2.0
21,2024,8,0.0,17.0,29.0,6.0,0.0,14.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,89.0,6.0
21,2024,9,0.0,18.0,28.0,12.0,0.0,22.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0,5.0,0.0,1.0,70.0,1.0
21,2024,10,0.0,23.0,30.0,12.0,0.0,28.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,83.0,2.0
21,2024,11,1.0,10.0,29.0,7.0,0.0,26.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,3.0,66.0,1.0
21,2024,12,0.0,14.0,22.0,8.0,0.0,12.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,2.0,6.0,2.0,1.0,45.0,3.0
21,2025,1,0.0,9.0,23.0,10.0,0.0,21.0,1.0,3.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,63.0,3.0
21,2025,2,0.0,14.0,21.0,5.0,1.0,11.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,1.0,1.0,50.0,0.0
21,2025,3,0.0,6.0,14.0,9.0,0.0,18.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,2.0
21,2025,4,0.0,7.0,10.0,11.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,23.0,0.0
21,2025,5,0.0,16.0,27.0,8.0,0.0,17.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,67.0,3.0
21,2025,6,0.0,23.0,60.0,21.0,0.0,17.0,0.0,4.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.0,1.0,0.0,157.0,0.0
21,2025,7,1.0,18.0,33.0,13.0,0.0,29.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,78.0,3.0
21,2025,8,0.0,12.0,20.0,10.0,0.0,28.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,55.0,1.0
21,2025,9,0.0,7.0,17.0,13.0,0.0,34.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,47.0,0.0
21,2025,10,0.0,8.0,33.0,22.0,0.0,16.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,8.0,1.0,0.0,65.0,1.0
21,2025,11,1.0,21.0,27.0,11.0,0.0,27.0,0.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,5.0
21,2025,12,0.0,13.0,16.0,13.0,0.0,23.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,5.0,2.0,0.0,65.0,0.0
21,2026,1,0.0,10.0,24.0,15.0,0.0,13.0,1.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,76.0,1.0
21,2026,2,0.0,11.0,34.0,10.0,2.0,15.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,1.0
21,2026,3,1.0,10.0,24.0,46.0,0.0,24.0,0.0,4.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,3.0,2.0,0.0,74.0,1.0
21,2026,4,0.0,1.0,3.0,8.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
22,2024,1,0.0,26.0,44.0,10.0,0.0,40.0,1.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,16.0,2.0,1.0,164.0,6.0
22,2024,2,0.0,15.0,64.0,14.0,0.0,44.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,5.0,0.0,165.0,4.0
22,2024,3,2.0,29.0,56.0,16.0,0.0,36.0,1.0,4.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,4.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,27.0,0.0,0.0,136.0,4.0
22,2024,4,2.0,28.0,53.0,16.0,1.0,34.0,4.0,3.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,1.0,2.0,0.0,27.0,0.0,0.0,1.0,8.0,3.0,0.0,141.0,7.0
22,2024,5,1.0,33.0,52.0,25.0,1.0,38.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,5.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,1.0,27.0,5.0,2.0,189.0,3.0
22,2024,6,1.0,33.0,58.0,17.0,0.0,49.0,3.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0,3.0,15.0,3.0,0.0,192.0,5.0
22,2024,7,2.0,35.0,76.0,15.0,1.0,56.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,3.0,16.0,0.0,1.0,226.0,9.0
22,2024,8,0.0,19.0,67.0,22.0,0.0,47.0,2.0,8.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,48.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,7.0,0.0,2.0,181.0,9.0
22,2024,9,0.0,30.0,68.0,30.0,0.0,35.0,1.0,7.0,32.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,50.0,1.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,1.0,12.0,6.0,0.0,202.0,4.0
22,2024,10,1.0,20.0,55.0,46.0,0.0,45.0,3.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,2.0,0.0,2.0,1.0,0.0,19.0,0.0,0.0,1.0,15.0,0.0,1.0,192.0,4.0
22,2024,11,0.0,20.0,42.0,30.0,0.0,51.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,1.0,4.0,1.0,1.0,157.0,2.0
22,2024,12,0.0,18.0,52.0,27.0,0.0,65.0,6.0,7.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0,1.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,20.0,2.0,0.0,145.0,2.0
22,2025,1,0.0,24.0,32.0,18.0,1.0,25.0,3.0,5.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,2.0,14.0,5.0,1.0,128.0,3.0
