Community Area,Year,Month,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON-CRIMINAL,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
40,2025,3,2.0,22.0,44.0,8.0,0.0,34.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,3.0,0.0,0.0,28.0,7.0
40,2025,4,0.0,17.0,20.0,2.0,0.0,11.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,12.0,4.0
40,2025,5,0.0,27.0,50.0,4.0,0.0,23.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,1.0,4.0,1.0,0.0,41.0,6.0
40,2025,6,0.0,48.0,122.0,10.0,0.0,89.0,1.0,4.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,47.0,12.0,0.0,0.0,5.0,0.0,24.0,0.0,0.0,6.0,12.0,0.0,1.0,49.0,17.0
40,2025,7,1.0,42.0,60.0,8.0,0.0,49.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,3.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,2.0,2.0,0.0,1.0,35.0,13.0
40,2025,8,0.0,18.0,35.0,4.0,0.0,17.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,5.0
40,2025,9,0.0,19.0,40.0,4.0,0.0,17.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,2.0,2.0,0.0,2.0,23.0,4.0
40,2025,10,0.0,34.0,41.0,9.0,0.0,20.0,0.0,1.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,4.0,3.0,0.0,2.0,34.0,9.0
40,2025,11,0.0,27.0,42.0,7.0,0.0,17.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,29.0,10.0
40,2025,12,0.0,22.0,37.0,3.0,0.0,22.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,4.0,0.0,2.0,33.0,7.0
40,2026,1,1.0,18.0,41.0,8.0,0.0,27.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,3.0,3.0,1.0,0.0,16.0,9.0
40,2026,2,1.0,29.0,53.0,8.0,0.0,19.0,3.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,3.0,5.0,1.0,1.0,24.0,5.0
40,2026,3,0.0,30.0,53.0,6.0,0.0,18.0,1.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,6.0,2.0,5.0,32.0,15.0
40,2026,4,0.0,4.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
41,2024,1,0.0,14.0,15.0,21.0,0.0,20.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,8.0,1.0,1.0,60.0,0.0
41,2024,2,0.0,16.0,27.0,6.0,0.0,24.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,1.0,55.0,2.0
41,2024,3,0.0,15.0,22.0,6.0,0.0,18.0,4.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,1.0,1.0,55.0,4.0
41,2024,4,0.0,25.0,28.0,1.0,0.0,15.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,4.0,0.0,55.0,3.0
41,2024,5,1.0,11.0,29.0,4.0,0.0,17.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,2.0,60.0,3.0
41,2024,6,0.0,19.0,25.0,2.0,0.0,24.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,16.0,3.0,1.0,70.0,3.0
41,2024,7,0.0,10.0,28.0,7.0,0.0,17.0,3.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,3.0,2.0,89.0,4.0
41,2024,8,0.0,12.0,15.0,4.0,0.0,26.0,5.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,73.0,3.0
41,2024,9,1.0,15.0,21.0,7.0,0.0,21.0,1.0,4.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,0.0,6.0,1.0,0.0,95.0,1.0
41,2024,10,0.0,13.0,26.0,11.0,0.0,23.0,3.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,90.0,3.0
41,2024,11,0.0,17.0,21.0,15.0,0.0,20.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,76.0,3.0
41,2024,12,0.0,19.0,21.0,10.0,0.0,20.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,3.0,1.0,77.0,3.0
41,2025,1,0.0,21.0,17.0,10.0,0.0,23.0,2.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,3.0,1.0,0.0,93.0,2.0
41,2025,2,0.0,4.0,14.0,4.0,0.0,17.0,1.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,1.0,91.0,1.0
41,2025,3,0.0,7.0,12.0,6.0,0.0,8.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,61.0,0.0
41,2025,4,0.0,4.0,9.0,10.0,0.0,2.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,39.0,1.0
41,2025,5,0.0,17.0,23.0,11.0,0.0,26.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,4.0,2.0,2.0,113.0,6.0
41,2025,6,0.0,26.0,49.0,13.0,2.0,57.0,2.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,9.0,4.0,0.0,188.0,10.0
41,2025,7,0.0,18.0,43.0,4.0,0.0,21.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,8.0,1.0,0.0,99.0,3.0
41,2025,8,0.0,13.0,30.0,7.0,0.0,10.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,2.0,1.0,0.0,53.0,1.0
41,2025,9,0.0,8.0,18.0,5.0,0.0,21.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,1.0
41,2025,10,0.0,13.0,32.0,15.0,0.0,35.0,1.0,2.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,8.0,1.0,0.0,90.0,3.0
41,2025,11,0.0,10.0,22.0,14.0,0.0,27.0,3.0,11.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,87.0,1.0
41,2025,12,0.0,8.0,16.0,7.0,0.0,36.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,80.0,0.0
41,2026,1,0.0,6.0,24.0,12.0,0.0,39.0,2.0,4.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,59.0,2.0
41,2026,2,0.0,29.0,39.0,11.0,0.0,79.0,3.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0,56.0,3.0
41,2026,3,0.0,22.0,34.0,13.0,0.0,32.0,4.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,2.0,2.0,5.0,1.0,82.0,2.0
41,2026,4,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
42,2024,1,0.0,36.0,61.0,4.0,0.0,37.0,1.0,8.0,16.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,14.0,1.0,0.0,50.0,14.0
42,2024,2,1.0,34.0,58.0,8.0,0.0,33.0,3.0,5.0,22.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0,7.0,0.0,1.0,4.0,0.0,26.0,0.0,0.0,0.0,8.0,3.0,1.0,54.0,20.0
42,2024,3,1.0,38.0,70.0,7.0,0.0,34.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.0,2.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,1.0,15.0,1.0,0.0,35.0,15.0
42,2024,4,1.0,29.0,75.0,15.0,0.0,43.0,2.0,9.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,2.0,0.0,1.0,2.0,0.0,27.0,0.0,0.0,2.0,6.0,0.0,0.0,51.0,17.0
42,2024,5,1.0,35.0,85.0,13.0,0.0,41.0,4.0,2.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,31.0,8.0,0.0,0.0,8.0,0.0,19.0,0.0,0.0,1.0,10.0,2.0,0.0,62.0,29.0
42,2024,6,0.0,30.0,80.0,8.0,0.0,40.0,2.0,5.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,4.0,0.0,1.0,51.0,16.0
42,2024,7,1.0,37.0,61.0,13.0,0.0,50.0,1.0,8.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,3.0,0.0,22.0,0.0,0.0,1.0,9.0,0.0,0.0,69.0,26.0
42,2024,8,0.0,32.0,72.0,15.0,0.0,42.0,2.0,4.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,56.0,17.0
42,2024,9,0.0,40.0,57.0,6.0,1.0,39.0,0.0,6.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,1.0,84.0,28.0
42,2024,10,1.0,42.0,75.0,15.0,0.0,46.0,2.0,9.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,12.0,0.0,0.0,64.0,20.0
42,2024,11,0.0,32.0,62.0,11.0,0.0,27.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,7.0,2.0,0.0,50.0,12.0
42,2024,12,1.0,26.0,46.0,8.0,1.0,34.0,1.0,7.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,1.0,77.0,12.0
42,2025,1,0.0,40.0,64.0,7.0,0.0,23.0,3.0,8.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,2.0,0.0,31.0,0.0,0.0,0.0,6.0,1.0,0.0,53.0,11.0
42,2025,2,0.0,20.0,42.0,8.0,1.0,21.0,2.0,2.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,1.0,1.0,5.0,0.0,53.0,8.0
42,2025,3,0.0,24.0,56.0,2.0,0.0,26.0,4.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,1.0,4.0,0.0,0.0,40.0,9.0
42,2025,4,0.0,11.0,26.0,2.0,0.0,14.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,25.0,4.0
42,2025,5,1.0,28.0,63.0,11.0,2.0,42.0,4.0,7.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,1.0,13.0,1.0,1.0,55.0,27.0
42,2025,6,2.0,56.0,124.0,24.0,2.0,70.0,4.0,9.0,17.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,3.0,0.0,33.0,0.0,0.0,0.0,14.0,3.0,1.0,95.0,14.0
