Community Area,Year,Month,AGGRAVATED ASSAULT FIREARM,AGGRAVATED ASSAULT NO FIREARM,ALL OTHER OFFENSES,ARSON,BURGLARY NON-RESIDENTIAL,BURGLARY RESIDENTIAL,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,EMBEZZLEMENT,FORGERY AND COUNTERFEITING,FRAUD,GAMBLING VIOLATIONS,HOMICIDE - CRIMINAL,HOMICIDE - JUSTIFIABLE,LIQUOR LAW VIOLATIONS,MOTOR VEHICLE THEFT,NARCOTIC / DRUG LAW VIOLATIONS,OFFENSES AGAINST FAMILY AND CHILDREN,OTHER ASSAULTS,OTHER SEX OFFENSES (NOT COMMERCIALIZED),PROSTITUTION AND COMMERCIALIZED VICE,PUBLIC DRUNKENNESS,RAPE,RECEIVING STOLEN PROPERTY,ROBBERY FIREARM,ROBBERY NO FIREARM,THEFT FROM VEHICLE,THEFTS,VAGRANCY/LOITERING,VANDALISM/CRIMINAL MISCHIEF,WEAPON VIOLATIONS
05,2024,8,1.0,1.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,52.0,0.0,21.0,0.0
05,2024,9,0.0,2.0,9.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,59.0,0.0,29.0,1.0
05,2024,10,1.0,5.0,14.0,3.0,5.0,6.0,1.0,2.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,53.0,53.0,0.0,16.0,1.0
05,2024,11,2.0,4.0,4.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.0,56.0,0.0,23.0,0.0
05,2024,12,1.0,3.0,3.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,62.0,0.0,16.0,0.0
05,2025,1,0.0,0.0,5.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,39.0,65.0,0.0,18.0,0.0
05,2025,2,0.0,2.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,41.0,0.0,14.0,0.0
05,2025,3,1.0,5.0,12.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,33.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,49.0,0.0,26.0,1.0
05,2025,4,0.0,3.0,8.0,1.0,4.0,9.0,3.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,50.0,51.0,0.0,19.0,1.0
05,2025,5,0.0,0.0,11.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,24.0,65.0,0.0,19.0,0.0
05,2025,6,0.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,49.0,0.0,18.0,0.0
05,2025,7,0.0,3.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,21.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,15.0,45.0,0.0,15.0,0.0
05,2025,8,0.0,1.0,10.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,18.0,52.0,0.0,21.0,1.0
05,2025,9,0.0,5.0,6.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,27.0,51.0,0.0,23.0,0.0
05,2025,10,1.0,7.0,11.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,32.0,67.0,0.0,19.0,0.0
05,2025,11,0.0,3.0,9.0,1.0,2.0,8.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,56.0,0.0,18.0,1.0
05,2025,12,1.0,2.0,4.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,31.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,38.0,0.0,26.0,1.0
05,2026,1,0.0,3.0,10.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,0.0,12.0,0.0
05,2026,2,0.0,2.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,5.0,0.0
05,2026,3,1.0,4.0,4.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,29.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,20.0,48.0,0.0,21.0,1.0
05,2026,4,0.0,1.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,46.0,0.0,21.0,2.0
06,2024,1,7.0,11.0,29.0,0.0,17.0,5.0,0.0,2.0,2.0,1.0,20.0,0.0,0.0,1.0,0.0,28.0,2.0,0.0,96.0,6.0,0.0,1.0,1.0,1.0,3.0,19.0,48.0,195.0,0.0,33.0,3.0
06,2024,2,4.0,16.0,31.0,3.0,13.0,4.0,6.0,0.0,3.0,1.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,76.0,3.0,0.0,0.0,0.0,2.0,5.0,6.0,48.0,217.0,0.0,30.0,1.0
06,2024,3,5.0,11.0,49.0,0.0,16.0,7.0,10.0,1.0,2.0,1.0,18.0,0.0,0.0,0.0,0.0,38.0,6.0,0.0,72.0,3.0,0.0,2.0,1.0,3.0,2.0,12.0,61.0,202.0,0.0,26.0,3.0
06,2024,4,3.0,20.0,36.0,1.0,16.0,15.0,2.0,5.0,0.0,3.0,19.0,0.0,1.0,0.0,0.0,32.0,4.0,0.0,78.0,5.0,2.0,0.0,2.0,3.0,5.0,11.0,72.0,219.0,0.0,37.0,3.0
06,2024,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07,2024,1,2.0,5.0,24.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,31.0,113.0,0.0,16.0,0.0
07,2024,2,0.0,4.0,35.0,1.0,6.0,5.0,0.0,3.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,33.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,14.0,115.0,0.0,18.0,6.0
07,2024,3,2.0,4.0,17.0,2.0,6.0,5.0,0.0,1.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,29.0,94.0,0.0,13.0,1.0
07,2024,4,0.0,3.0,37.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,42.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,87.0,105.0,0.0,26.0,0.0
07,2024,5,1.0,2.0,19.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,74.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,48.0,164.0,0.0,21.0,0.0
07,2024,6,3.0,9.0,11.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,42.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,46.0,169.0,0.0,32.0,1.0
07,2024,7,4.0,5.0,11.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,37.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,36.0,144.0,0.0,28.0,0.0
07,2024,8,2.0,6.0,13.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,41.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,33.0,163.0,0.0,26.0,0.0
07,2024,9,3.0,5.0,13.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,51.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,40.0,122.0,0.0,30.0,0.0
07,2024,10,3.0,7.0,26.0,2.0,1.0,9.0,0.0,0.0,2.0,2.0,32.0,0.0,1.0,0.0,0.0,58.0,1.0,0.0,46.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,48.0,99.0,0.0,35.0,2.0
07,2024,11,1.0,7.0,11.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,26.0,0.0,1.0,0.0,0.0,51.0,1.0,0.0,40.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,30.0,145.0,0.0,30.0,1.0
07,2024,12,3.0,4.0,20.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,31.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,49.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,37.0,99.0,0.0,17.0,1.0
07,2025,1,2.0,5.0,10.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,58.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,41.0,69.0,0.0,19.0,2.0
07,2025,2,1.0,5.0,16.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,29.0,75.0,0.0,13.0,0.0
07,2025,3,4.0,10.0,25.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,58.0,1.0,1.0,47.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,59.0,0.0,9.0,0.0
07,2025,4,3.0,5.0,30.0,1.0,1.0,6.0,0.0,7.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,43.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,21.0,101.0,0.0,18.0,1.0
07,2025,5,1.0,8.0,26.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,73.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,48.0,116.0,0.0,14.0,0.0
07,2025,6,1.0,6.0,23.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,32.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,50.0,90.0,0.0,25.0,0.0
07,2025,7,0.0,9.0,28.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,34.0,116.0,0.0,26.0,1.0
07,2025,8,4.0,4.0,26.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,43.0,1.0,1.0,37.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,28.0,87.0,0.0,26.0,3.0
07,2025,9,1.0,6.0,32.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,42.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,36.0,75.0,0.0,25.0,0.0
07,2025,10,1.0,2.0,35.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,60.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,33.0,87.0,0.0,29.0,1.0
07,2025,11,1.0,1.0,22.0,1.0,2.0,4.0,0.0,2.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,70.0,0.0,15.0,0.0
07,2025,12,2.0,3.0,10.0,1.0,3.0,4.0,0.0,5.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,22.0,84.0,0.0,7.0,1.0
07,2026,1,2.0,1.0,9.0,0.0,2.0,8.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,29.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,87.0,0.0,8.0,0.0
07,2026,2,1.0,6.0,20.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,16.0,61.0,0.0,11.0,0.0
07,2026,3,0.0,2.0,17.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,65.0,0.0,12.0,3.0
07,2026,4,3.0,11.0,36.0,0.0,2.0,4.0,0.0,2.0,1.0,1.0,39.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,61.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,28.0,93.0,0.0,17.0,0.0
08,2024,1,3.0,19.0,36.0,4.0,4.0,5.0,0.0,1.0,5.0,3.0,15.0,0.0,0.0,0.0,0.0,57.0,2.0,1.0,88.0,4.0,0.0,0.0,3.0,9.0,1.0,5.0,38.0,159.0,0.0,38.0,1.0
08,2024,2,4.0,15.0,47.0,2.0,5.0,4.0,0.0,2.0,1.0,2.0,36.0,0.0,1.0,0.0,0.0,38.0,2.0,0.0,64.0,6.0,1.0,0.0,1.0,4.0,3.0,3.0,46.0,143.0,0.0,44.0,0.0
08,2024,3,3.0,16.0,41.0,2.0,6.0,5.0,0.0,1.0,3.0,3.0,32.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,65.0,2.0,0.0,0.0,2.0,2.0,5.0,5.0,34.0,156.0,0.0,43.0,6.0
08,2024,4,3.0,15.0,28.0,2.0,4.0,9.0,1.0,0.0,1.0,3.0,34.0,0.0,0.0,0.0,0.0,74.0,3.0,0.0,82.0,4.0,0.0,0.0,0.0,2.0,2.0,9.0,56.0,129.0,0.0,57.0,2.0
08,2024,5,5.0,13.0,34.0,4.0,7.0,5.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,46.0,2.0,1.0,95.0,4.0,0.0,0.0,2.0,2.0,1.0,12.0,48.0,200.0,0.0,43.0,1.0
08,2024,6,5.0,18.0,54.0,4.0,3.0,7.0,0.0,2.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,46.0,3.0,0.0,77.0,2.0,0.0,0.0,0.0,2.0,1.0,7.0,42.0,155.0,0.0,38.0,3.0
08,2024,7,8.0,25.0,50.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,78.0,3.0,0.0,0.0,1.0,6.0,2.0,4.0,88.0,175.0,0.0,49.0,1.0
08,2024,8,1.0,14.0,50.0,1.0,4.0,3.0,0.0,1.0,3.0,3.0,36.0,0.0,0.0,0.0,0.0,59.0,2.0,0.0,82.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,37.0,184.0,0.0,49.0,2.0
08,2024,9,2.0,20.0,52.0,3.0,11.0,7.0,1.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,75.0,2.0,0.0,76.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,29.0,205.0,0.0,39.0,4.0
08,2024,10,1.0,17.0,45.0,3.0,6.0,6.0,0.0,1.0,1.0,1.0,39.0,0.0,0.0,0.0,3.0,86.0,6.0,0.0,71.0,1.0,2.0,0.0,1.0,3.0,1.0,4.0,45.0,210.0,0.0,55.0,1.0
08,2024,11,3.0,16.0,29.0,2.0,2.0,6.0,0.0,3.0,2.0,2.0,18.0,0.0,0.0,0.0,5.0,65.0,2.0,0.0,87.0,5.0,0.0,0.0,1.0,4.0,1.0,6.0,38.0,168.0,0.0,37.0,1.0
08,2024,12,3.0,13.0,38.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,25.0,0.0,1.0,0.0,0.0,62.0,1.0,0.0,58.0,5.0,0.0,0.0,2.0,3.0,5.0,6.0,48.0,168.0,0.0,46.0,2.0
08,2025,1,4.0,14.0,41.0,4.0,7.0,7.0,1.0,4.0,0.0,0.0,48.0,0.0,0.0,0.0,4.0,62.0,4.0,0.0,74.0,3.0,0.0,1.0,0.0,2.0,5.0,5.0,27.0,142.0,0.0,20.0,2.0
08,2025,2,3.0,14.0,32.0,4.0,1.0,7.0,0.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,59.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,25.0,122.0,0.0,25.0,0.0
08,2025,3,4.0,13.0,46.0,1.0,3.0,11.0,0.0,4.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,77.0,2.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,20.0,128.0,0.0,39.0,1.0
08,2025,4,4.0,11.0,41.0,1.0,6.0,5.0,0.0,2.0,0.0,1.0,29.0,0.0,0.0,0.0,1.0,49.0,4.0,0.0,90.0,5.0,0.0,0.0,0.0,4.0,3.0,5.0,31.0,161.0,0.0,36.0,3.0
08,2025,5,3.0,18.0,70.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,52.0,0.0,1.0,87.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,34.0,168.0,0.0,34.0,4.0
08,2025,6,2.0,9.0,129.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,27.0,0.0,0.0,0.0,3.0,64.0,2.0,0.0,94.0,2.0,3.0,0.0,1.0,3.0,3.0,5.0,42.0,141.0,0.0,33.0,2.0
08,2025,7,7.0,13.0,111.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,102.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,22.0,180.0,0.0,32.0,1.0
08,2025,8,1.0,19.0,60.0,1.0,5.0,10.0,0.0,2.0,1.0,1.0,26.0,0.0,1.0,0.0,0.0,66.0,2.0,1.0,64.0,2.0,0.0,1.0,3.0,6.0,2.0,6.0,30.0,177.0,0.0,36.0,2.0
08,2025,9,3.0,13.0,44.0,2.0,6.0,5.0,1.0,2.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,70.0,2.0,2.0,95.0,3.0,1.0,0.0,3.0,5.0,0.0,2.0,36.0,212.0,0.0,33.0,2.0
08,2025,10,4.0,23.0,55.0,6.0,4.0,5.0,1.0,1.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,66.0,3.0,0.0,95.0,1.0,2.0,0.0,2.0,1.0,2.0,4.0,19.0,158.0,0.0,43.0,2.0
08,2025,11,2.0,7.0,25.0,4.0,3.0,7.0,0.0,5.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,28.0,2.0,1.0,78.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,25.0,166.0,0.0,30.0,0.0
08,2025,12,1.0,13.0,47.0,6.0,9.0,8.0,1.0,3.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,92.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,12.0,152.0,0.0,35.0,1.0
08,2026,1,2.0,15.0,34.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0,71.0,1.0,2.0,0.0,2.0,4.0,2.0,7.0,23.0,116.0,0.0,27.0,2.0
08,2026,2,3.0,15.0,27.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,71.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,17.0,105.0,0.0,20.0,2.0
08,2026,3,2.0,14.0,50.0,1.0,2.0,6.0,1.0,3.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,77.0,2.0,0.0,103.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,33.0,128.0,0.0,39.0,1.0
08,2026,4,3.0,17.0,47.0,1.0,3.0,8.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,1.0,49.0,3.0,0.0,79.0,1.0,0.0,0.0,2.0,6.0,1.0,8.0,17.0,160.0,0.0,26.0,0.0
09,2024,1,5.0,12.0,36.0,2.0,6.0,10.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,0.0,23.0,0.0,1.0,78.0,4.0,0.0,0.0,3.0,3.0,5.0,7.0,58.0,223.0,0.0,34.0,0.0
09,2024,2,5.0,12.0,31.0,3.0,7.0,12.0,2.0,3.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,77.0,4.0,0.0,0.0,1.0,0.0,3.0,5.0,50.0,239.0,0.0,36.0,4.0
09,2024,3,7.0,14.0,45.0,2.0,6.0,8.0,2.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,29.0,9.0,0.0,84.0,3.0,0.0,0.0,1.0,0.0,1.0,10.0,53.0,239.0,0.0,40.0,3.0
09,2024,4,3.0,15.0,36.0,5.0,8.0,9.0,4.0,4.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,74.0,2.0,0.0,0.0,6.0,2.0,2.0,8.0,52.0,241.0,0.0,35.0,0.0
09,2024,5,3.0,31.0,90.0,1.0,24.0,14.0,5.0,1.0,2.0,1.0,41.0,0.0,1.0,0.0,0.0,59.0,8.0,0.0,167.0,6.0,0.0,0.0,3.0,2.0,5.0,21.0,105.0,509.0,0.0,103.0,6.0
09,2024,6,10.0,38.0,66.0,4.0,16.0,6.0,2.0,2.0,2.0,0.0,92.0,0.0,0.0,0.0,0.0,69.0,8.0,1.0,151.0,7.0,0.0,0.0,2.0,3.0,6.0,23.0,114.0,521.0,0.0,117.0,7.0
09,2024,7,10.0,33.0,150.0,4.0,24.0,20.0,11.0,4.0,3.0,0.0,135.0,0.0,0.0,0.0,0.0,94.0,13.0,0.0,172.0,5.0,0.0,1.0,2.0,6.0,3.0,28.0,104.0,608.0,0.0,113.0,5.0
09,2024,8,5.0,33.0,54.0,4.0,11.0,16.0,6.0,3.0,0.0,0.0,95.0,0.0,1.0,0.0,0.0,90.0,6.0,0.0,175.0,13.0,0.0,0.0,2.0,6.0,4.0,29.0,108.0,526.0,0.0,112.0,4.0
09,2024,9,6.0,40.0,72.0,0.0,16.0,10.0,20.0,1.0,0.0,3.0,58.0,0.0,0.0,0.0,0.0,56.0,6.0,0.0,179.0,6.0,0.0,2.0,6.0,1.0,5.0,36.0,65.0,458.0,0.0,92.0,8.0
09,2024,10,7.0,38.0,93.0,5.0,13.0,10.0,12.0,2.0,3.0,3.0,40.0,0.0,1.0,0.0,0.0,94.0,8.0,0.0,171.0,14.0,1.0,0.0,5.0,7.0,7.0,33.0,109.0,574.0,0.0,103.0,7.0
09,2024,11,13.0,41.0,78.0,7.0,20.0,10.0,11.0,4.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,83.0,7.0,0.0,174.0,4.0,0.0,2.0,1.0,5.0,11.0,27.0,65.0,523.0,0.0,64.0,7.0
09,2024,12,11.0,32.0,78.0,4.0,22.0,17.0,10.0,9.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,61.0,11.0,0.0,160.0,4.0,1.0,0.0,1.0,3.0,4.0,11.0,50.0,555.0,0.0,64.0,5.0
09,2025,1,6.0,23.0,124.0,8.0,25.0,12.0,8.0,4.0,1.0,0.0,43.0,0.0,0.0,0.0,1.0,44.0,11.0,0.0,151.0,10.0,2.0,1.0,2.0,4.0,5.0,21.0,62.0,446.0,0.0,74.0,7.0
09,2025,2,5.0,39.0,103.0,5.0,34.0,6.0,8.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,52.0,5.0,0.0,155.0,4.0,1.0,0.0,0.0,3.0,8.0,25.0,50.0,389.0,0.0,90.0,5.0
09,2025,3,3.0,20.0,111.0,4.0,11.0,3.0,5.0,2.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,54.0,3.0,1.0,133.0,0.0,0.0,0.0,2.0,6.0,3.0,12.0,41.0,363.0,0.0,52.0,5.0
09,2025,4,3.0,20.0,120.0,5.0,22.0,17.0,10.0,4.0,2.0,0.0,30.0,0.0,1.0,0.0,0.0,63.0,3.0,0.0,148.0,5.0,0.0,0.0,2.0,2.0,3.0,23.0,71.0,424.0,0.0,63.0,7.0
09,2025,5,6.0,26.0,115.0,1.0,19.0,5.0,13.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,0.0,70.0,2.0,0.0,155.0,7.0,0.0,0.0,2.0,2.0,6.0,22.0,99.0,399.0,0.0,76.0,7.0
09,2025,6,10.0,34.0,102.0,1.0,16.0,13.0,15.0,3.0,1.0,2.0,222.0,0.0,0.0,0.0,0.0,104.0,5.0,0.0,192.0,4.0,0.0,1.0,2.0,6.0,7.0,26.0,114.0,471.0,0.0,85.0,8.0
09,2025,7,3.0,25.0,86.0,2.0,21.0,23.0,11.0,2.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,114.0,2.0,0.0,163.0,6.0,0.0,0.0,3.0,6.0,17.0,22.0,65.0,416.0,0.0,92.0,8.0
09,2025,8,9.0,29.0,74.0,3.0,15.0,18.0,9.0,4.0,4.0,0.0,155.0,0.0,0.0,0.0,0.0,78.0,13.0,0.0,148.0,3.0,0.0,0.0,6.0,7.0,4.0,23.0,71.0,395.0,0.0,93.0,3.0
09,2025,9,8.0,35.0,69.0,4.0,22.0,15.0,22.0,3.0,1.0,1.0,99.0,0.0,1.0,0.0,0.0,72.0,5.0,0.0,164.0,7.0,0.0,0.0,3.0,4.0,4.0,25.0,85.0,371.0,0.0,71.0,5.0
