Community Area,Year,Month,AGGRAVATED ASSAULT FIREARM,AGGRAVATED ASSAULT NO FIREARM,ALL OTHER OFFENSES,ARSON,BURGLARY NON-RESIDENTIAL,BURGLARY RESIDENTIAL,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,EMBEZZLEMENT,FORGERY AND COUNTERFEITING,FRAUD,GAMBLING VIOLATIONS,HOMICIDE - CRIMINAL,HOMICIDE - JUSTIFIABLE,LIQUOR LAW VIOLATIONS,MOTOR VEHICLE THEFT,NARCOTIC / DRUG LAW VIOLATIONS,OFFENSES AGAINST FAMILY AND CHILDREN,OTHER ASSAULTS,OTHER SEX OFFENSES (NOT COMMERCIALIZED),PROSTITUTION AND COMMERCIALIZED VICE,PUBLIC DRUNKENNESS,RAPE,RECEIVING STOLEN PROPERTY,ROBBERY FIREARM,ROBBERY NO FIREARM,THEFT FROM VEHICLE,THEFTS,VAGRANCY/LOITERING,VANDALISM/CRIMINAL MISCHIEF,WEAPON VIOLATIONS
09,2025,10,9.0,33.0,84.0,1.0,29.0,12.0,18.0,7.0,0.0,1.0,43.0,0.0,2.0,0.0,1.0,103.0,7.0,0.0,171.0,2.0,0.0,1.0,5.0,2.0,14.0,23.0,93.0,395.0,0.0,85.0,5.0
09,2025,11,4.0,35.0,69.0,2.0,22.0,12.0,8.0,7.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,70.0,6.0,0.0,183.0,2.0,1.0,0.0,2.0,8.0,1.0,15.0,68.0,369.0,1.0,81.0,7.0
09,2025,12,3.0,22.0,73.0,3.0,26.0,8.0,9.0,1.0,1.0,2.0,41.0,0.0,0.0,0.0,0.0,66.0,4.0,0.0,146.0,1.0,0.0,0.0,3.0,1.0,4.0,28.0,60.0,395.0,0.0,69.0,6.0
09,2026,1,5.0,23.0,106.0,1.0,15.0,15.0,8.0,4.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,59.0,6.0,0.0,146.0,4.0,0.0,0.0,3.0,2.0,5.0,20.0,45.0,316.0,0.0,59.0,1.0
09,2026,2,3.0,17.0,91.0,1.0,7.0,15.0,9.0,5.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,115.0,1.0,2.0,1.0,0.0,0.0,8.0,13.0,55.0,344.0,0.0,50.0,2.0
09,2026,3,6.0,31.0,77.0,1.0,7.0,17.0,8.0,6.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,62.0,3.0,0.0,134.0,4.0,0.0,0.0,2.0,3.0,0.0,13.0,56.0,398.0,0.0,68.0,3.0
09,2026,4,6.0,37.0,86.0,3.0,20.0,17.0,3.0,5.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,85.0,6.0,0.0,148.0,6.0,0.0,3.0,5.0,3.0,5.0,21.0,61.0,379.0,0.0,64.0,8.0
12,2024,1,15.0,18.0,48.0,7.0,9.0,30.0,0.0,9.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,87.0,4.0,0.0,102.0,1.0,1.0,0.0,0.0,8.0,9.0,12.0,47.0,103.0,0.0,57.0,21.0
12,2024,2,11.0,26.0,131.0,3.0,6.0,24.0,2.0,9.0,0.0,0.0,31.0,0.0,3.0,0.0,1.0,59.0,14.0,0.0,148.0,4.0,0.0,0.0,2.0,8.0,6.0,11.0,39.0,100.0,0.0,62.0,14.0
12,2024,3,8.0,31.0,103.0,7.0,9.0,23.0,2.0,11.0,0.0,0.0,41.0,0.0,0.0,0.0,2.0,71.0,6.0,0.0,142.0,7.0,4.0,0.0,2.0,12.0,4.0,11.0,54.0,137.0,0.0,73.0,15.0
12,2024,4,16.0,37.0,89.0,5.0,9.0,8.0,2.0,10.0,1.0,0.0,42.0,0.0,2.0,0.0,0.0,58.0,1.0,0.0,134.0,5.0,0.0,0.0,2.0,18.0,7.0,12.0,32.0,159.0,0.0,82.0,16.0
12,2024,5,19.0,36.0,75.0,7.0,11.0,25.0,0.0,5.0,2.0,1.0,35.0,0.0,2.0,0.0,3.0,80.0,13.0,0.0,174.0,3.0,0.0,0.0,2.0,8.0,7.0,8.0,34.0,200.0,0.0,72.0,19.0
12,2024,6,13.0,33.0,49.0,9.0,9.0,20.0,1.0,5.0,0.0,0.0,32.0,0.0,1.0,0.0,1.0,73.0,6.0,0.0,151.0,6.0,0.0,0.0,3.0,16.0,5.0,11.0,50.0,220.0,0.0,86.0,23.0
12,2024,7,11.0,42.0,111.0,7.0,4.0,21.0,2.0,2.0,1.0,0.0,55.0,0.0,3.0,0.0,0.0,74.0,8.0,1.0,157.0,4.0,0.0,0.0,1.0,19.0,9.0,13.0,53.0,154.0,0.0,67.0,26.0
12,2024,8,16.0,42.0,77.0,4.0,7.0,21.0,2.0,4.0,1.0,0.0,35.0,0.0,0.0,0.0,2.0,78.0,3.0,2.0,126.0,4.0,4.0,0.0,1.0,11.0,6.0,11.0,38.0,163.0,0.0,78.0,17.0
12,2024,9,18.0,40.0,53.0,2.0,21.0,31.0,7.0,2.0,1.0,0.0,41.0,0.0,2.0,0.0,0.0,68.0,4.0,1.0,143.0,6.0,0.0,0.0,0.0,4.0,14.0,12.0,35.0,146.0,0.0,80.0,20.0
12,2024,10,17.0,29.0,69.0,3.0,17.0,24.0,5.0,3.0,0.0,0.0,43.0,6.0,0.0,0.0,0.0,70.0,6.0,1.0,157.0,1.0,0.0,0.0,1.0,6.0,8.0,16.0,47.0,180.0,0.0,59.0,16.0
12,2024,11,10.0,27.0,49.0,2.0,10.0,24.0,3.0,0.0,2.0,0.0,38.0,7.0,2.0,0.0,0.0,47.0,4.0,0.0,145.0,1.0,0.0,0.0,3.0,5.0,5.0,13.0,32.0,148.0,0.0,71.0,12.0
12,2024,12,14.0,24.0,37.0,3.0,4.0,15.0,2.0,1.0,0.0,1.0,37.0,1.0,2.0,0.0,0.0,52.0,7.0,0.0,137.0,4.0,0.0,0.0,2.0,6.0,6.0,7.0,31.0,161.0,0.0,49.0,12.0
12,2025,1,16.0,31.0,52.0,0.0,1.0,29.0,1.0,5.0,1.0,0.0,35.0,0.0,3.0,0.0,0.0,54.0,3.0,0.0,130.0,2.0,1.0,0.0,1.0,8.0,12.0,10.0,23.0,141.0,0.0,41.0,13.0
12,2025,2,18.0,23.0,47.0,4.0,9.0,23.0,1.0,6.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,52.0,2.0,2.0,114.0,0.0,0.0,0.0,0.0,10.0,4.0,7.0,23.0,133.0,0.0,51.0,10.0
12,2025,3,10.0,26.0,60.0,3.0,6.0,16.0,3.0,5.0,1.0,0.0,28.0,0.0,3.0,0.0,0.0,44.0,2.0,0.0,99.0,3.0,4.0,0.0,1.0,4.0,1.0,4.0,48.0,109.0,0.0,66.0,14.0
12,2025,4,15.0,31.0,60.0,2.0,6.0,15.0,5.0,5.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,138.0,4.0,0.0,0.0,2.0,14.0,8.0,14.0,41.0,162.0,0.0,72.0,9.0
12,2025,5,24.0,31.0,52.0,2.0,1.0,23.0,1.0,3.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,66.0,3.0,0.0,139.0,4.0,0.0,1.0,2.0,7.0,5.0,7.0,36.0,140.0,0.0,69.0,14.0
12,2025,6,13.0,49.0,56.0,2.0,11.0,13.0,1.0,2.0,2.0,0.0,30.0,0.0,3.0,0.0,0.0,96.0,1.0,0.0,150.0,7.0,0.0,0.0,2.0,14.0,1.0,13.0,42.0,143.0,0.0,77.0,14.0
12,2025,7,16.0,31.0,148.0,0.0,4.0,21.0,1.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,78.0,2.0,0.0,163.0,3.0,0.0,0.0,3.0,11.0,5.0,15.0,50.0,150.0,0.0,85.0,18.0
12,2025,8,8.0,25.0,69.0,6.0,1.0,25.0,2.0,6.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,69.0,6.0,1.0,138.0,4.0,0.0,0.0,3.0,11.0,4.0,10.0,44.0,143.0,0.0,62.0,9.0
12,2025,9,8.0,39.0,59.0,3.0,8.0,23.0,1.0,5.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,149.0,3.0,0.0,0.0,5.0,12.0,3.0,6.0,31.0,168.0,0.0,71.0,11.0
12,2025,10,14.0,28.0,70.0,1.0,7.0,14.0,3.0,2.0,0.0,0.0,48.0,0.0,3.0,0.0,0.0,58.0,3.0,1.0,143.0,3.0,0.0,0.0,4.0,15.0,2.0,21.0,35.0,152.0,0.0,43.0,11.0
12,2025,11,11.0,28.0,46.0,4.0,5.0,15.0,1.0,12.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,142.0,0.0,2.0,0.0,4.0,7.0,8.0,8.0,38.0,163.0,0.0,59.0,14.0
12,2025,12,11.0,28.0,52.0,1.0,8.0,14.0,1.0,8.0,0.0,1.0,28.0,0.0,3.0,0.0,1.0,71.0,0.0,0.0,142.0,2.0,0.0,0.0,4.0,10.0,13.0,5.0,21.0,119.0,0.0,71.0,16.0
12,2026,1,12.0,18.0,63.0,1.0,11.0,16.0,3.0,11.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,73.0,3.0,0.0,131.0,1.0,0.0,0.0,2.0,8.0,11.0,8.0,19.0,125.0,0.0,68.0,18.0
12,2026,2,7.0,23.0,71.0,3.0,6.0,16.0,1.0,13.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,112.0,0.0,0.0,0.0,5.0,7.0,3.0,8.0,29.0,113.0,0.0,44.0,10.0
12,2026,3,8.0,22.0,68.0,2.0,4.0,15.0,1.0,7.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,133.0,3.0,0.0,0.0,4.0,15.0,2.0,5.0,13.0,160.0,0.0,66.0,22.0
12,2026,4,8.0,39.0,71.0,3.0,6.0,17.0,0.0,9.0,1.0,0.0,17.0,0.0,1.0,0.0,0.0,51.0,5.0,0.0,136.0,5.0,0.0,0.0,2.0,9.0,1.0,6.0,17.0,119.0,0.0,57.0,15.0
14,2024,1,10.0,18.0,48.0,2.0,1.0,16.0,0.0,0.0,1.0,4.0,46.0,0.0,2.0,0.0,0.0,88.0,12.0,26.0,139.0,5.0,0.0,0.0,2.0,4.0,12.0,6.0,41.0,163.0,0.0,75.0,18.0
14,2024,2,10.0,19.0,44.0,6.0,9.0,19.0,2.0,2.0,0.0,4.0,51.0,0.0,1.0,0.0,0.0,77.0,17.0,24.0,143.0,3.0,0.0,0.0,1.0,2.0,11.0,9.0,35.0,134.0,0.0,85.0,4.0
14,2024,3,7.0,12.0,37.0,2.0,3.0,14.0,0.0,5.0,2.0,1.0,42.0,0.0,2.0,0.0,0.0,56.0,15.0,35.0,155.0,1.0,0.0,0.0,1.0,2.0,10.0,7.0,46.0,163.0,0.0,83.0,17.0
14,2024,4,21.0,23.0,65.0,0.0,2.0,18.0,0.0,2.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,64.0,10.0,24.0,158.0,3.0,0.0,0.0,0.0,3.0,1.0,6.0,54.0,171.0,0.0,87.0,13.0
14,2024,5,10.0,32.0,51.0,5.0,7.0,13.0,0.0,0.0,2.0,2.0,37.0,0.0,2.0,0.0,0.0,76.0,10.0,21.0,175.0,2.0,0.0,0.0,4.0,2.0,4.0,6.0,62.0,168.0,0.0,114.0,12.0
14,2024,6,13.0,25.0,34.0,2.0,2.0,9.0,1.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,76.0,20.0,17.0,159.0,2.0,0.0,0.0,1.0,2.0,8.0,5.0,48.0,192.0,0.0,90.0,15.0
14,2024,7,17.0,36.0,50.0,4.0,7.0,21.0,0.0,1.0,3.0,0.0,53.0,0.0,1.0,0.0,1.0,105.0,7.0,15.0,159.0,4.0,0.0,0.0,5.0,5.0,9.0,3.0,53.0,242.0,0.0,113.0,17.0
14,2024,8,11.0,25.0,55.0,1.0,6.0,22.0,0.0,2.0,2.0,1.0,66.0,0.0,0.0,0.0,1.0,127.0,6.0,23.0,145.0,2.0,0.0,0.0,2.0,4.0,9.0,9.0,82.0,198.0,0.0,104.0,23.0
14,2024,9,10.0,18.0,44.0,3.0,8.0,14.0,2.0,2.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,88.0,9.0,15.0,181.0,6.0,0.0,0.0,2.0,7.0,9.0,12.0,72.0,175.0,0.0,91.0,12.0
14,2024,10,13.0,21.0,50.0,0.0,5.0,18.0,1.0,2.0,0.0,4.0,52.0,0.0,0.0,0.0,0.0,60.0,17.0,21.0,173.0,3.0,0.0,0.0,3.0,4.0,4.0,6.0,56.0,202.0,0.0,82.0,13.0
14,2024,11,8.0,24.0,35.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,64.0,0.0,2.0,0.0,0.0,78.0,8.0,30.0,155.0,4.0,0.0,0.0,2.0,8.0,10.0,6.0,51.0,155.0,0.0,84.0,12.0
14,2024,12,7.0,18.0,42.0,0.0,1.0,12.0,0.0,2.0,1.0,4.0,48.0,0.0,0.0,0.0,0.0,79.0,9.0,31.0,155.0,3.0,0.0,0.0,1.0,6.0,5.0,8.0,62.0,142.0,0.0,77.0,14.0
14,2025,1,12.0,21.0,40.0,3.0,4.0,15.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,48.0,11.0,13.0,160.0,5.0,0.0,0.0,2.0,3.0,8.0,2.0,46.0,140.0,0.0,65.0,11.0
14,2025,2,7.0,14.0,42.0,3.0,2.0,14.0,0.0,3.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,45.0,8.0,21.0,165.0,5.0,0.0,0.0,3.0,3.0,3.0,7.0,42.0,110.0,0.0,73.0,6.0
14,2025,3,9.0,18.0,47.0,3.0,2.0,6.0,2.0,6.0,1.0,2.0,30.0,0.0,1.0,0.0,0.0,52.0,13.0,24.0,139.0,2.0,0.0,0.0,4.0,6.0,4.0,5.0,42.0,107.0,0.0,73.0,11.0
14,2025,4,11.0,24.0,72.0,3.0,3.0,17.0,2.0,4.0,0.0,6.0,39.0,0.0,0.0,0.0,1.0,64.0,13.0,27.0,171.0,3.0,0.0,1.0,2.0,4.0,2.0,6.0,39.0,147.0,0.0,61.0,16.0
14,2025,5,14.0,20.0,50.0,0.0,4.0,8.0,0.0,4.0,0.0,2.0,51.0,0.0,2.0,0.0,0.0,57.0,16.0,22.0,169.0,3.0,0.0,0.0,2.0,2.0,7.0,7.0,46.0,147.0,0.0,96.0,11.0
14,2025,6,11.0,30.0,58.0,0.0,5.0,17.0,0.0,3.0,0.0,4.0,38.0,0.0,0.0,0.0,0.0,117.0,11.0,15.0,146.0,1.0,0.0,0.0,2.0,8.0,6.0,7.0,46.0,133.0,0.0,81.0,7.0
14,2025,7,14.0,30.0,54.0,4.0,6.0,13.0,1.0,2.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,111.0,17.0,21.0,158.0,1.0,0.0,0.0,4.0,3.0,6.0,11.0,49.0,171.0,0.0,56.0,14.0
14,2025,8,11.0,31.0,64.0,0.0,7.0,12.0,1.0,2.0,0.0,1.0,62.0,0.0,1.0,0.0,0.0,103.0,9.0,17.0,152.0,3.0,0.0,0.0,2.0,3.0,13.0,7.0,42.0,161.0,0.0,91.0,9.0
14,2025,9,10.0,23.0,60.0,3.0,5.0,20.0,2.0,0.0,1.0,1.0,60.0,0.0,2.0,0.0,0.0,104.0,14.0,9.0,161.0,2.0,0.0,0.0,1.0,3.0,7.0,7.0,59.0,137.0,0.0,94.0,14.0
14,2025,10,11.0,24.0,55.0,7.0,7.0,19.0,0.0,1.0,0.0,0.0,52.0,0.0,2.0,0.0,0.0,105.0,25.0,4.0,183.0,4.0,0.0,0.0,3.0,5.0,5.0,12.0,42.0,148.0,0.0,84.0,8.0
14,2025,11,9.0,32.0,52.0,2.0,4.0,9.0,0.0,1.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,78.0,19.0,5.0,147.0,1.0,0.0,0.0,2.0,4.0,3.0,3.0,34.0,143.0,0.0,72.0,10.0
14,2025,12,6.0,26.0,49.0,0.0,4.0,14.0,1.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,65.0,20.0,6.0,131.0,5.0,0.0,0.0,3.0,5.0,2.0,7.0,28.0,133.0,0.0,49.0,13.0
14,2026,1,8.0,18.0,49.0,0.0,6.0,13.0,0.0,5.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,67.0,20.0,0.0,142.0,1.0,0.0,0.0,1.0,3.0,7.0,2.0,27.0,101.0,0.0,54.0,9.0
14,2026,2,6.0,23.0,55.0,0.0,1.0,19.0,1.0,4.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,54.0,12.0,0.0,150.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,28.0,110.0,0.0,53.0,17.0
14,2026,3,13.0,21.0,80.0,5.0,2.0,6.0,2.0,3.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,61.0,16.0,2.0,171.0,4.0,0.0,0.0,4.0,5.0,9.0,4.0,42.0,130.0,0.0,47.0,9.0
14,2026,4,4.0,30.0,74.0,0.0,1.0,15.0,2.0,2.0,1.0,0.0,35.0,0.0,3.0,0.0,0.0,87.0,26.0,0.0,146.0,3.0,0.0,0.0,1.0,7.0,4.0,6.0,46.0,140.0,0.0,83.0,7.0
15,2024,1,20.0,38.0,81.0,2.0,13.0,11.0,1.0,11.0,1.0,1.0,46.0,0.0,3.0,0.0,0.0,103.0,7.0,1.0,170.0,9.0,0.0,0.0,1.0,14.0,22.0,13.0,31.0,269.0,0.0,101.0,23.0
15,2024,2,17.0,37.0,69.0,4.0,9.0,18.0,2.0,1.0,0.0,3.0,36.0,0.0,2.0,0.0,0.0,67.0,7.0,2.0,176.0,2.0,1.0,0.0,5.0,4.0,16.0,8.0,39.0,249.0,0.0,79.0,17.0
15,2024,3,29.0,40.0,106.0,5.0,17.0,25.0,1.0,4.0,1.0,2.0,45.0,0.0,1.0,0.0,0.0,114.0,4.0,0.0,164.0,9.0,0.0,0.0,3.0,14.0,7.0,18.0,83.0,260.0,0.0,77.0,16.0
15,2024,4,21.0,32.0,78.0,1.0,12.0,24.0,3.0,4.0,5.0,0.0,48.0,0.0,2.0,0.0,2.0,127.0,8.0,1.0,197.0,6.0,10.0,0.0,5.0,8.0,6.0,15.0,93.0,245.0,0.0,104.0,29.0
15,2024,5,29.0,47.0,75.0,2.0,11.0,33.0,5.0,7.0,2.0,1.0,53.0,0.0,0.0,0.0,0.0,104.0,14.0,0.0,197.0,3.0,1.0,0.0,4.0,9.0,10.0,16.0,97.0,323.0,0.0,95.0,15.0
15,2024,6,21.0,33.0,75.0,3.0,5.0,19.0,3.0,2.0,0.0,3.0,54.0,0.0,1.0,0.0,0.0,159.0,9.0,1.0,197.0,7.0,0.0,0.0,1.0,7.0,10.0,23.0,104.0,280.0,0.0,100.0,15.0
15,2024,7,19.0,37.0,106.0,4.0,5.0,28.0,4.0,5.0,0.0,1.0,72.0,0.0,6.0,0.0,0.0,113.0,6.0,0.0,205.0,8.0,3.0,0.0,5.0,16.0,16.0,18.0,96.0,281.0,0.0,116.0,25.0
15,2024,8,23.0,49.0,100.0,6.0,7.0,31.0,3.0,6.0,1.0,3.0,78.0,0.0,1.0,0.0,0.0,137.0,7.0,0.0,208.0,2.0,0.0,0.0,6.0,16.0,15.0,22.0,94.0,254.0,0.0,99.0,24.0
15,2024,9,22.0,41.0,123.0,6.0,8.0,23.0,5.0,4.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0,156.0,10.0,0.0,237.0,11.0,0.0,1.0,5.0,9.0,16.0,21.0,68.0,254.0,0.0,99.0,14.0
15,2024,10,22.0,31.0,85.0,10.0,7.0,22.0,1.0,5.0,1.0,0.0,31.0,0.0,2.0,0.0,2.0,119.0,18.0,0.0,184.0,8.0,0.0,0.0,4.0,22.0,20.0,12.0,74.0,287.0,0.0,85.0,24.0
15,2024,11,22.0,43.0,78.0,3.0,10.0,18.0,5.0,2.0,1.0,1.0,33.0,0.0,4.0,0.0,0.0,103.0,14.0,0.0,172.0,7.0,0.0,0.0,3.0,20.0,11.0,14.0,61.0,303.0,0.0,88.0,24.0
15,2024,12,14.0,30.0,57.0,6.0,7.0,18.0,3.0,7.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,96.0,7.0,0.0,181.0,3.0,0.0,0.0,7.0,12.0,21.0,15.0,60.0,307.0,0.0,78.0,24.0
15,2025,1,18.0,35.0,72.0,4.0,10.0,11.0,1.0,5.0,0.0,1.0,45.0,0.0,2.0,0.0,0.0,128.0,23.0,1.0,189.0,10.0,0.0,0.0,1.0,7.0,11.0,11.0,65.0,301.0,0.0,59.0,25.0
15,2025,2,16.0,30.0,85.0,4.0,8.0,13.0,5.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,117.0,11.0,1.0,154.0,2.0,0.0,0.0,1.0,16.0,3.0,6.0,54.0,245.0,0.0,87.0,21.0
15,2025,3,11.0,23.0,90.0,4.0,5.0,15.0,5.0,4.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,103.0,8.0,0.0,171.0,4.0,0.0,0.0,1.0,9.0,5.0,15.0,58.0,232.0,0.0,53.0,16.0
15,2025,4,15.0,39.0,110.0,4.0,7.0,16.0,4.0,6.0,0.0,1.0,49.0,0.0,2.0,0.0,1.0,92.0,5.0,0.0,198.0,4.0,1.0,0.0,6.0,8.0,9.0,11.0,78.0,274.0,0.0,73.0,10.0
15,2025,5,22.0,42.0,93.0,1.0,11.0,14.0,4.0,3.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,121.0,4.0,1.0,200.0,9.0,2.0,0.0,2.0,11.0,9.0,11.0,66.0,245.0,0.0,80.0,22.0
15,2025,6,17.0,43.0,90.0,5.0,6.0,17.0,1.0,7.0,0.0,0.0,64.0,0.0,5.0,0.0,0.0,137.0,5.0,2.0,175.0,4.0,1.0,0.0,3.0,12.0,8.0,14.0,80.0,227.0,0.0,74.0,12.0
15,2025,7,19.0,39.0,71.0,3.0,7.0,18.0,4.0,2.0,1.0,1.0,93.0,0.0,1.0,0.0,0.0,152.0,8.0,1.0,167.0,5.0,4.0,0.0,7.0,10.0,8.0,14.0,61.0,290.0,0.0,76.0,16.0
15,2025,8,24.0,42.0,96.0,4.0,6.0,20.0,8.0,7.0,0.0,2.0,74.0,0.0,0.0,0.0,0.0,131.0,3.0,0.0,126.0,7.0,0.0,0.0,2.0,16.0,14.0,19.0,89.0,273.0,1.0,85.0,11.0
15,2025,9,18.0,41.0,94.0,5.0,7.0,24.0,1.0,2.0,2.0,1.0,56.0,0.0,0.0,0.0,0.0,112.0,8.0,1.0,187.0,5.0,0.0,0.0,9.0,20.0,13.0,15.0,78.0,325.0,0.0,78.0,19.0
15,2025,10,12.0,33.0,78.0,2.0,6.0,17.0,3.0,5.0,1.0,1.0,66.0,0.0,1.0,0.0,1.0,96.0,22.0,0.0,179.0,5.0,0.0,0.0,7.0,11.0,12.0,18.0,68.0,276.0,0.0,67.0,12.0
15,2025,11,24.0,29.0,109.0,3.0,3.0,17.0,6.0,5.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,113.0,13.0,0.0,178.0,2.0,0.0,0.0,6.0,7.0,9.0,16.0,55.0,291.0,1.0,70.0,20.0
15,2025,12,13.0,35.0,115.0,2.0,7.0,23.0,6.0,7.0,0.0,0.0,69.0,0.0,1.0,0.0,0.0,76.0,6.0,0.0,175.0,6.0,0.0,0.0,7.0,13.0,15.0,23.0,51.0,249.0,0.0,76.0,15.0
15,2026,1,9.0,37.0,165.0,3.0,4.0,18.0,2.0,6.0,1.0,2.0,100.0,0.0,1.0,0.0,0.0,69.0,9.0,1.0,141.0,0.0,0.0,0.0,2.0,9.0,4.0,12.0,48.0,204.0,1.0,48.0,14.0
15,2026,2,16.0,20.0,170.0,6.0,3.0,13.0,8.0,5.0,0.0,1.0,58.0,0.0,1.0,0.0,0.0,95.0,8.0,0.0,160.0,7.0,0.0,0.0,4.0,4.0,6.0,9.0,49.0,175.0,0.0,66.0,12.0
15,2026,3,17.0,37.0,131.0,6.0,5.0,13.0,0.0,15.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,122.0,3.0,2.0,209.0,3.0,0.0,0.0,5.0,15.0,4.0,13.0,69.0,247.0,0.0,59.0,19.0
15,2026,4,19.0,40.0,128.0,4.0,8.0,18.0,3.0,11.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,107.0,6.0,0.0,165.0,3.0,0.0,0.0,7.0,8.0,8.0,14.0,59.0,264.0,1.0,66.0,9.0
16,2024,1,14.0,17.0,65.0,1.0,3.0,14.0,3.0,2.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,37.0,3.0,1.0,65.0,2.0,2.0,0.0,0.0,5.0,6.0,8.0,23.0,73.0,0.0,39.0,4.0
16,2024,2,3.0,19.0,74.0,0.0,2.0,6.0,4.0,4.0,1.0,0.0,17.0,0.0,1.0,0.0,0.0,15.0,12.0,0.0,67.0,2.0,7.0,0.0,3.0,1.0,1.0,7.0,15.0,61.0,0.0,26.0,7.0
16,2024,3,8.0,13.0,30.0,3.0,2.0,6.0,1.0,2.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,33.0,9.0,0.0,65.0,6.0,0.0,0.0,3.0,1.0,3.0,5.0,17.0,51.0,0.0,20.0,7.0
16,2024,4,15.0,20.0,48.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,2.0,20.0,6.0,0.0,82.0,3.0,8.0,0.0,0.0,3.0,0.0,7.0,13.0,70.0,0.0,35.0,2.0
16,2024,5,10.0,14.0,47.0,7.0,5.0,20.0,0.0,1.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,28.0,5.0,0.0,96.0,2.0,3.0,0.0,1.0,2.0,5.0,5.0,29.0,93.0,0.0,39.0,7.0
16,2024,6,14.0,23.0,42.0,1.0,3.0,11.0,0.0,2.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,39.0,5.0,0.0,70.0,1.0,2.0,0.0,1.0,1.0,3.0,8.0,45.0,104.0,0.0,79.0,6.0
16,2024,7,8.0,25.0,40.0,3.0,2.0,11.0,4.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,35.0,5.0,0.0,89.0,8.0,3.0,0.0,1.0,4.0,8.0,6.0,24.0,83.0,0.0,46.0,7.0
16,2024,8,13.0,12.0,61.0,5.0,6.0,18.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,91.0,3.0,4.0,0.0,1.0,3.0,2.0,6.0,27.0,90.0,0.0,38.0,3.0
16,2024,9,11.0,16.0,55.0,2.0,4.0,10.0,6.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,83.0,3.0,7.0,1.0,0.0,6.0,7.0,5.0,25.0,79.0,0.0,38.0,6.0
16,2024,10,14.0,23.0,42.0,4.0,1.0,11.0,2.0,2.0,0.0,0.0,11.0,10.0,2.0,0.0,0.0,29.0,5.0,0.0,71.0,3.0,0.0,0.0,1.0,10.0,7.0,11.0,28.0,89.0,0.0,41.0,5.0
16,2024,11,12.0,13.0,37.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,24.0,4.0,1.0,88.0,2.0,6.0,0.0,5.0,0.0,7.0,5.0,27.0,69.0,0.0,43.0,3.0
16,2024,12,14.0,19.0,27.0,3.0,1.0,12.0,6.0,2.0,0.0,2.0,18.0,0.0,5.0,0.0,0.0,28.0,9.0,0.0,73.0,1.0,0.0,0.0,2.0,2.0,5.0,5.0,13.0,76.0,0.0,28.0,6.0
